Target: 
Point: (0.5008776625329385, 0.49987130979208894, 0.5015272203056393)
Point: (0.49911740752593614, 0.5016023255256268, 0.4968893807000657)
Point: (0.49727829198047946, 0.501776502048009, 0.4983756008194773)
Point: (0.496596752120364, 0.49758122864140575, 0.4969181814280554)

Execution 1
Generation 1 | Average Generation Fitness: 0.7348973074453671 | Best Fitness: 0.7951287982088748 | Population Length: 20
Generation 12 | Average Generation Fitness: 0.7936971819935481 | Best Fitness: 0.8302070427450536 | Population Length: 20
Generation 13 | Average Generation Fitness: 0.7960892808226069 | Best Fitness: 0.830396127419595 | Population Length: 20
Generation 14 | Average Generation Fitness: 0.7877074228098976 | Best Fitness: 0.8305670845226923 | Population Length: 20
Generation 15 | Average Generation Fitness: 0.7762032620865567 | Best Fitness: 0.8306770624783963 | Population Length: 20
Generation 16 | Average Generation Fitness: 0.802029198000582 | Best Fitness: 0.8312948063274156 | Population Length: 20
Generation 17 | Average Generation Fitness: 0.7961041576005784 | Best Fitness: 0.8312948063274156 | Population Length: 20
Generation 18 | Average Generation Fitness: 0.798239469357487 | Best Fitness: 0.8312948063274156 | Population Length: 20
Generation 19 | Average Generation Fitness: 0.7893192168317792 | Best Fitness: 0.8313592812001782 | Population Length: 20
Generation 20 | Average Generation Fitness: 0.7881522710716686 | Best Fitness: 0.8313592812001782 | Population Length: 20
Generation 21 | Average Generation Fitness: 0.7965346471449566 | Best Fitness: 0.8314126629210696 | Population Length: 20
Generation 22 | Average Generation Fitness: 0.8029458341449569 | Best Fitness: 0.8314126629210696 | Population Length: 20
Generation 23 | Average Generation Fitness: 0.793288178378107 | Best Fitness: 0.8314126629210696 | Population Length: 20
Generation 24 | Average Generation Fitness: 0.7901308094345396 | Best Fitness: 0.8320980358273408 | Population Length: 20
Generation 25 | Average Generation Fitness: 0.7920465505232949 | Best Fitness: 0.8320980358273408 | Population Length: 20
Generation 26 | Average Generation Fitness: 0.7701085477111875 | Best Fitness: 0.8320980358273408 | Population Length: 20
Generation 27 | Average Generation Fitness: 0.7874430032460581 | Best Fitness: 0.8320980358273408 | Population Length: 20
Generation 28 | Average Generation Fitness: 0.7920080140574552 | Best Fitness: 0.8320980358273408 | Population Length: 20
Generation 29 | Average Generation Fitness: 0.7931656068593632 | Best Fitness: 0.8310031394819754 | Population Length: 20
Generation 30 | Average Generation Fitness: 0.7924230340306104 | Best Fitness: 0.8310031394819754 | Population Length: 20
Generation 31 | Average Generation Fitness: 0.8031522333350978 | Best Fitness: 0.8320353427253094 | Population Length: 20
Generation 32 | Average Generation Fitness: 0.8045293763805514 | Best Fitness: 0.8320353427253094 | Population Length: 20
Generation 33 | Average Generation Fitness: 0.790618816640977 | Best Fitness: 0.8320353427253094 | Population Length: 20
Generation 34 | Average Generation Fitness: 0.7859884138375424 | Best Fitness: 0.8320353427253094 | Population Length: 20
Generation 35 | Average Generation Fitness: 0.8002621019669224 | Best Fitness: 0.8320353427253094 | Population Length: 20
Generation 36 | Average Generation Fitness: 0.7766549305256618 | Best Fitness: 0.8322203937490881 | Population Length: 20
Generation 37 | Average Generation Fitness: 0.7678758965431752 | Best Fitness: 0.8322203937490881 | Population Length: 20
Generation 38 | Average Generation Fitness: 0.7744521802244887 | Best Fitness: 0.8322203937490881 | Population Length: 20
Generation 39 | Average Generation Fitness: 0.8045944167029557 | Best Fitness: 0.8325044611152269 | Population Length: 20
Generation 40 | Average Generation Fitness: 0.79695306686957 | Best Fitness: 0.8325044611152269 | Population Length: 20
Generation 41 | Average Generation Fitness: 0.8001497419498301 | Best Fitness: 0.8325044611152269 | Population Length: 20
Generation 42 | Average Generation Fitness: 0.7823948814422603 | Best Fitness: 0.8326307055039536 | Population Length: 20
Generation 43 | Average Generation Fitness: 0.8036815068021423 | Best Fitness: 0.832578314840499 | Population Length: 20
Generation 44 | Average Generation Fitness: 0.8051700505262565 | Best Fitness: 0.832578314840499 | Population Length: 20
Generation 45 | Average Generation Fitness: 0.793729418917273 | Best Fitness: 0.8326010453600761 | Population Length: 20
Generation 46 | Average Generation Fitness: 0.7882494721100832 | Best Fitness: 0.8326010453600761 | Population Length: 20
Generation 47 | Average Generation Fitness: 0.8039023359821629 | Best Fitness: 0.8326010453600761 | Population Length: 20
Generation 48 | Average Generation Fitness: 0.7953469217245608 | Best Fitness: 0.8326010453600761 | Population Length: 20
Generation 49 | Average Generation Fitness: 0.7994302876316052 | Best Fitness: 0.8326010453600761 | Population Length: 20
Generation 50 | Average Generation Fitness: 0.804367764232697 | Best Fitness: 0.8328841122333709 | Population Length: 20
Generation 51 | Average Generation Fitness: 0.7736144801496996 | Best Fitness: 0.8329040016304126 | Population Length: 20
Generation 52 | Average Generation Fitness: 0.7922112323158085 | Best Fitness: 0.8327366960687403 | Population Length: 20
Generation 53 | Average Generation Fitness: 0.8005336939223607 | Best Fitness: 0.8328841122333709 | Population Length: 20
Generation 54 | Average Generation Fitness: 0.7903331509916512 | Best Fitness: 0.8322005202394854 | Population Length: 20
------------------------------------------------
Total Generations: 54
Total Population: 20   ---   Mutation Rate: 0.1  ---  Crossover Probability: 0.6
Average Fitness: 0.7903331509916512  ---  Best Overall Fitness: 0.8329040016304126
------------------------------------------------
Best Fitnesses mean: 0.8324510457959489
Total Generations mean: 53.3
------------------------------------------------
