Target: 
Point: (0.5009518783062896, 0.498318629518864, 0.49980797467496724)
Point: (0.5011913706232086, 0.502781824493814, 0.49685186309536894)
Point: (0.5007962587660538, 0.5009270352293809, 0.497581487786511)
Point: (0.4985444074612786, 0.49959660940288836, 0.49983223500223006)


Execution 1

Generation 1 | Average Generation Fitness: 0.7489840914226042 | Best Fitness: 0.8094630037697641 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7546248240832302 | Best Fitness: 0.8291822315585958 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7578033675453465 | Best Fitness: 0.8291822315585958 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7540745747744398 | Best Fitness: 0.8295720592274659 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7559011075020863 | Best Fitness: 0.8295720592274659 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.7557392968411832 | Best Fitness: 0.8295720592274659 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7568429131250474 | Best Fitness: 0.8295720592274659 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7526675951089298 | Best Fitness: 0.829837136315947 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7578254237640794 | Best Fitness: 0.829837136315947 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7588425513553209 | Best Fitness: 0.829837136315947 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.753544106377211 | Best Fitness: 0.829837136315947 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.754014975514779 | Best Fitness: 0.829837136315947 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7543390180825896 | Best Fitness: 0.829837136315947 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.7526297434356343 | Best Fitness: 0.829837136315947 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.7533123267058567 | Best Fitness: 0.829837136315947 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7529893340933735 | Best Fitness: 0.8302823023073879 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.7531445250497798 | Best Fitness: 0.8312987179752506 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.7546230696519387 | Best Fitness: 0.8313512431623165 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7543020125190035 | Best Fitness: 0.8313512431623165 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7533294524316712 | Best Fitness: 0.8313512431623165 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7564816978240664 | Best Fitness: 0.8313526601582334 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7565303854458333 | Best Fitness: 0.8313526601582334 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.757268220186949 | Best Fitness: 0.8315293848972671 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7600073350313589 | Best Fitness: 0.8315293848972671 | Population Length: 200
------------------------------------------------
Total Generations: 51
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7600073350313589  ---  Best Overall Fitness: 0.8315293848972671
------------------------------------------------
Best Fitnesses mean: 0.8318018060594842
Total Generations mean: 51.4
------------------------------------------------
