Target: 
Point: (0.5027738810697134, 0.49801825794281307, 0.5000627028567192)
Point: (0.5060050333689772, 0.5022348072132192, 0.5007185760098345)
Point: (0.49983577901751347, 0.49853064905668815, 0.49762718829323127)
Point: (0.49994017534200763, 0.5026266783731872, 0.5042435406428502)

Execution 1
Generation 1 | Average Generation Fitness: 0.7435246370477427 | Best Fitness: 0.7979075455461467 | Population Length: 20
Generation 349 | Average Generation Fitness: 0.7646065093244062 | Best Fitness: 0.8136195301631208 | Population Length: 20
Generation 350 | Average Generation Fitness: 0.7628344314848994 | Best Fitness: 0.8078387656658953 | Population Length: 20
Generation 351 | Average Generation Fitness: 0.7463804028391146 | Best Fitness: 0.8053013087753691 | Population Length: 20
Generation 352 | Average Generation Fitness: 0.7467436753513759 | Best Fitness: 0.8091885277882527 | Population Length: 20
Generation 353 | Average Generation Fitness: 0.7380974426834206 | Best Fitness: 0.8097769722745972 | Population Length: 20
Generation 354 | Average Generation Fitness: 0.7526781837580098 | Best Fitness: 0.8025288484322146 | Population Length: 20
Generation 355 | Average Generation Fitness: 0.7484900386380922 | Best Fitness: 0.8008062304289466 | Population Length: 20
Generation 356 | Average Generation Fitness: 0.736940904225698 | Best Fitness: 0.7992510812866978 | Population Length: 20
Generation 357 | Average Generation Fitness: 0.7579281708400887 | Best Fitness: 0.8046475855482139 | Population Length: 20
Generation 358 | Average Generation Fitness: 0.7533992630521593 | Best Fitness: 0.8081893888642433 | Population Length: 20
Generation 359 | Average Generation Fitness: 0.7439916333716872 | Best Fitness: 0.8067020621944323 | Population Length: 20
Generation 360 | Average Generation Fitness: 0.7586883004201728 | Best Fitness: 0.7910308496537228 | Population Length: 20
Generation 361 | Average Generation Fitness: 0.7444067662067854 | Best Fitness: 0.8038433647905603 | Population Length: 20
Generation 362 | Average Generation Fitness: 0.7557301475348199 | Best Fitness: 0.8004279721902201 | Population Length: 20
Generation 363 | Average Generation Fitness: 0.7438755717948637 | Best Fitness: 0.7903562085301633 | Population Length: 20
Generation 364 | Average Generation Fitness: 0.755871727086662 | Best Fitness: 0.8010911066968263 | Population Length: 20
Generation 365 | Average Generation Fitness: 0.7499303553718691 | Best Fitness: 0.8010911066968263 | Population Length: 20
Generation 366 | Average Generation Fitness: 0.7616002019892681 | Best Fitness: 0.8131085964016952 | Population Length: 20
Generation 367 | Average Generation Fitness: 0.7441916328898172 | Best Fitness: 0.814077029559823 | Population Length: 20
Generation 368 | Average Generation Fitness: 0.7389034953088813 | Best Fitness: 0.814077029559823 | Population Length: 20
Generation 369 | Average Generation Fitness: 0.7609186701025606 | Best Fitness: 0.814077029559823 | Population Length: 20
Generation 370 | Average Generation Fitness: 0.753566054848429 | Best Fitness: 0.8056300107101246 | Population Length: 20
Generation 371 | Average Generation Fitness: 0.7430006820977624 | Best Fitness: 0.7868605800245124 | Population Length: 20
Generation 372 | Average Generation Fitness: 0.753742676234506 | Best Fitness: 0.8093304789998621 | Population Length: 20
Generation 373 | Average Generation Fitness: 0.7412293875578593 | Best Fitness: 0.8093304789998621 | Population Length: 20
Generation 374 | Average Generation Fitness: 0.7437977130417649 | Best Fitness: 0.8034797844592404 | Population Length: 20
Generation 375 | Average Generation Fitness: 0.7485447013435405 | Best Fitness: 0.8034797844592404 | Population Length: 20
Generation 376 | Average Generation Fitness: 0.7467961307058235 | Best Fitness: 0.7905062236124205 | Population Length: 20
Generation 377 | Average Generation Fitness: 0.7566679525420238 | Best Fitness: 0.7913626584287402 | Population Length: 20
Generation 378 | Average Generation Fitness: 0.747128412047547 | Best Fitness: 0.8080787023139452 | Population Length: 20
Generation 379 | Average Generation Fitness: 0.7474430501710841 | Best Fitness: 0.822813003185182 | Population Length: 20
Generation 380 | Average Generation Fitness: 0.7548107825607524 | Best Fitness: 0.7957012078586219 | Population Length: 20
Generation 381 | Average Generation Fitness: 0.7502722928628087 | Best Fitness: 0.7923408349565616 | Population Length: 20
Generation 382 | Average Generation Fitness: 0.7503337554491306 | Best Fitness: 0.7923408349565616 | Population Length: 20
Generation 383 | Average Generation Fitness: 0.7513386163900778 | Best Fitness: 0.7923408349565616 | Population Length: 20
Generation 384 | Average Generation Fitness: 0.7574521491341165 | Best Fitness: 0.8009115585547313 | Population Length: 20
Generation 385 | Average Generation Fitness: 0.7480378467181292 | Best Fitness: 0.8009188244755892 | Population Length: 20
Generation 386 | Average Generation Fitness: 0.7539479720984976 | Best Fitness: 0.8039155788552297 | Population Length: 20
Generation 387 | Average Generation Fitness: 0.7453546348829919 | Best Fitness: 0.812505380553346 | Population Length: 20
Generation 388 | Average Generation Fitness: 0.7535962929735056 | Best Fitness: 0.7939652422112015 | Population Length: 20
Generation 389 | Average Generation Fitness: 0.7584338004404316 | Best Fitness: 0.8109783838877013 | Population Length: 20
Generation 390 | Average Generation Fitness: 0.7589693371118997 | Best Fitness: 0.8068960576799327 | Population Length: 20
Generation 391 | Average Generation Fitness: 0.7534344180122918 | Best Fitness: 0.8114936594686899 | Population Length: 20
Generation 392 | Average Generation Fitness: 0.7500042250755078 | Best Fitness: 0.7866210649437498 | Population Length: 20
Generation 393 | Average Generation Fitness: 0.7444817877537115 | Best Fitness: 0.7958678699348026 | Population Length: 20
Generation 394 | Average Generation Fitness: 0.7446571888415662 | Best Fitness: 0.8091067565306554 | Population Length: 20
Generation 395 | Average Generation Fitness: 0.7552054523471052 | Best Fitness: 0.815260472544883 | Population Length: 20
Generation 396 | Average Generation Fitness: 0.767491137483056 | Best Fitness: 0.8103690396977841 | Population Length: 20
Generation 397 | Average Generation Fitness: 0.7551170899818388 | Best Fitness: 0.8044255442301427 | Population Length: 20
Generation 398 | Average Generation Fitness: 0.7498193163728214 | Best Fitness: 0.8044255442301427 | Population Length: 20
Generation 399 | Average Generation Fitness: 0.7533186691269225 | Best Fitness: 0.7961675350035318 | Population Length: 20
Generation 400 | Average Generation Fitness: 0.7606094321312216 | Best Fitness: 0.8039788138983991 | Population Length: 20
Generation 401 | Average Generation Fitness: 0.7356211434328375 | Best Fitness: 0.8059483802474005 | Population Length: 20
Generation 402 | Average Generation Fitness: 0.755729130500442 | Best Fitness: 0.8040993815254609 | Population Length: 20
Generation 403 | Average Generation Fitness: 0.7340639097013674 | Best Fitness: 0.7828251847657507 | Population Length: 20
Generation 404 | Average Generation Fitness: 0.7408313194481657 | Best Fitness: 0.8082567025400749 | Population Length: 20
Generation 405 | Average Generation Fitness: 0.7397898700831014 | Best Fitness: 0.805130968498886 | Population Length: 20
Generation 406 | Average Generation Fitness: 0.7498089188544783 | Best Fitness: 0.8196365036706874 | Population Length: 20
Generation 407 | Average Generation Fitness: 0.7540806556878425 | Best Fitness: 0.8111844962204 | Population Length: 20
Generation 408 | Average Generation Fitness: 0.7480174377581822 | Best Fitness: 0.7982219851249784 | Population Length: 20
Generation 409 | Average Generation Fitness: 0.7407777945818157 | Best Fitness: 0.8006260877460077 | Population Length: 20
Generation 410 | Average Generation Fitness: 0.7557763395109436 | Best Fitness: 0.8013014186849617 | Population Length: 20
Generation 411 | Average Generation Fitness: 0.7540120630655295 | Best Fitness: 0.7928681576949765 | Population Length: 20
Generation 412 | Average Generation Fitness: 0.7439260168735667 | Best Fitness: 0.8138767745511538 | Population Length: 20
Generation 413 | Average Generation Fitness: 0.7377246091041691 | Best Fitness: 0.8120721334748464 | Population Length: 20
Generation 414 | Average Generation Fitness: 0.7600968740766707 | Best Fitness: 0.8218740304033199 | Population Length: 20
Generation 415 | Average Generation Fitness: 0.7493415689898381 | Best Fitness: 0.8147131114581554 | Population Length: 20
Generation 416 | Average Generation Fitness: 0.7479296785708122 | Best Fitness: 0.8031666435648628 | Population Length: 20
Generation 417 | Average Generation Fitness: 0.7446973703196148 | Best Fitness: 0.7913887190953448 | Population Length: 20
Generation 418 | Average Generation Fitness: 0.7612184241197328 | Best Fitness: 0.8151856695853711 | Population Length: 20
Generation 419 | Average Generation Fitness: 0.7424297321010143 | Best Fitness: 0.8151856695853711 | Population Length: 20
Generation 420 | Average Generation Fitness: 0.7560573020763933 | Best Fitness: 0.8151856695853711 | Population Length: 20
Generation 421 | Average Generation Fitness: 0.7325525049602561 | Best Fitness: 0.7957588771745082 | Population Length: 20
Generation 422 | Average Generation Fitness: 0.7429722358957475 | Best Fitness: 0.8009784997622607 | Population Length: 20
Generation 423 | Average Generation Fitness: 0.7495742708073567 | Best Fitness: 0.8009784997622607 | Population Length: 20
Generation 424 | Average Generation Fitness: 0.7475402868572856 | Best Fitness: 0.8026915730115735 | Population Length: 20
Generation 425 | Average Generation Fitness: 0.7413278633206019 | Best Fitness: 0.8026915730115735 | Population Length: 20
Generation 426 | Average Generation Fitness: 0.7525758153962341 | Best Fitness: 0.8026915730115735 | Population Length: 20
Generation 427 | Average Generation Fitness: 0.7588278463013889 | Best Fitness: 0.8026915730115735 | Population Length: 20
Generation 428 | Average Generation Fitness: 0.7495778387189602 | Best Fitness: 0.8026915730115735 | Population Length: 20
Generation 429 | Average Generation Fitness: 0.7599606535155801 | Best Fitness: 0.8026915730115735 | Population Length: 20
Generation 430 | Average Generation Fitness: 0.7431922925514673 | Best Fitness: 0.8045319541016953 | Population Length: 20
Generation 431 | Average Generation Fitness: 0.748342042837612 | Best Fitness: 0.7968656965083329 | Population Length: 20
Generation 432 | Average Generation Fitness: 0.7558979151957266 | Best Fitness: 0.8112013317272673 | Population Length: 20
Generation 433 | Average Generation Fitness: 0.7506764472616624 | Best Fitness: 0.799186741799106 | Population Length: 20
Generation 434 | Average Generation Fitness: 0.7357539168062265 | Best Fitness: 0.7865462578535696 | Population Length: 20
Generation 435 | Average Generation Fitness: 0.7480565915743431 | Best Fitness: 0.7862067832124928 | Population Length: 20
Generation 436 | Average Generation Fitness: 0.7550868684218814 | Best Fitness: 0.7905700388172842 | Population Length: 20
Generation 437 | Average Generation Fitness: 0.7490666275376976 | Best Fitness: 0.8024972251784095 | Population Length: 20
Generation 438 | Average Generation Fitness: 0.749014718648659 | Best Fitness: 0.791123245926797 | Population Length: 20
Generation 439 | Average Generation Fitness: 0.7508527379478378 | Best Fitness: 0.8141668348208198 | Population Length: 20
Generation 440 | Average Generation Fitness: 0.7543559880891039 | Best Fitness: 0.8141668348208198 | Population Length: 20
Generation 441 | Average Generation Fitness: 0.7612683423069252 | Best Fitness: 0.8141668348208198 | Population Length: 20
Generation 442 | Average Generation Fitness: 0.7661863930856396 | Best Fitness: 0.8024343057199887 | Population Length: 20
Generation 443 | Average Generation Fitness: 0.7454281108087981 | Best Fitness: 0.773036121108306 | Population Length: 20
Generation 444 | Average Generation Fitness: 0.7561458311431359 | Best Fitness: 0.790640333392773 | Population Length: 20
Generation 445 | Average Generation Fitness: 0.7511446237113419 | Best Fitness: 0.7880253190421875 | Population Length: 20
Generation 446 | Average Generation Fitness: 0.7509318918480068 | Best Fitness: 0.7886559951901448 | Population Length: 20
Generation 447 | Average Generation Fitness: 0.7445088733281084 | Best Fitness: 0.7839821023682141 | Population Length: 20
Generation 448 | Average Generation Fitness: 0.7392144976890968 | Best Fitness: 0.7950045167424955 | Population Length: 20
Generation 449 | Average Generation Fitness: 0.7421226307578215 | Best Fitness: 0.7857680889086226 | Population Length: 20
Generation 450 | Average Generation Fitness: 0.7438877553569309 | Best Fitness: 0.7834632623997446 | Population Length: 20
Generation 451 | Average Generation Fitness: 0.745122000101827 | Best Fitness: 0.7911951573726832 | Population Length: 20
Generation 452 | Average Generation Fitness: 0.7583481911120379 | Best Fitness: 0.8101947518999449 | Population Length: 20
Generation 453 | Average Generation Fitness: 0.7599423708166435 | Best Fitness: 0.816917468310923 | Population Length: 20
Generation 454 | Average Generation Fitness: 0.759784401114961 | Best Fitness: 0.8204233404551193 | Population Length: 20
Generation 455 | Average Generation Fitness: 0.7474111753487522 | Best Fitness: 0.8175479938547096 | Population Length: 20
Generation 456 | Average Generation Fitness: 0.7554620345875414 | Best Fitness: 0.8175479938547096 | Population Length: 20
Generation 457 | Average Generation Fitness: 0.7539858781392463 | Best Fitness: 0.8175479938547096 | Population Length: 20
Generation 458 | Average Generation Fitness: 0.7525999946983591 | Best Fitness: 0.7748044076929527 | Population Length: 20
Generation 459 | Average Generation Fitness: 0.7483630130653126 | Best Fitness: 0.7959376683421093 | Population Length: 20
Generation 460 | Average Generation Fitness: 0.7516613805808582 | Best Fitness: 0.801044865057143 | Population Length: 20
Generation 461 | Average Generation Fitness: 0.7491218382770366 | Best Fitness: 0.7922465911937436 | Population Length: 20
Generation 462 | Average Generation Fitness: 0.7621335046144545 | Best Fitness: 0.8205315402945734 | Population Length: 20
Generation 463 | Average Generation Fitness: 0.747646399237287 | Best Fitness: 0.7962447775843963 | Population Length: 20
Generation 464 | Average Generation Fitness: 0.7530901317551459 | Best Fitness: 0.8061156394787764 | Population Length: 20
Generation 465 | Average Generation Fitness: 0.7375342546690792 | Best Fitness: 0.7967464571660764 | Population Length: 20
Generation 466 | Average Generation Fitness: 0.7313864089306179 | Best Fitness: 0.7775771650812003 | Population Length: 20
Generation 467 | Average Generation Fitness: 0.7516499428256902 | Best Fitness: 0.8183871700672539 | Population Length: 20
Generation 468 | Average Generation Fitness: 0.7663201537959126 | Best Fitness: 0.8183871700672539 | Population Length: 20
Generation 469 | Average Generation Fitness: 0.7430820059356569 | Best Fitness: 0.8184761055821398 | Population Length: 20
Generation 470 | Average Generation Fitness: 0.7591730861467347 | Best Fitness: 0.8189864619100277 | Population Length: 20
Generation 471 | Average Generation Fitness: 0.7439053610550569 | Best Fitness: 0.7934317692820635 | Population Length: 20
Generation 472 | Average Generation Fitness: 0.7508485345990878 | Best Fitness: 0.8046803271399061 | Population Length: 20
Generation 473 | Average Generation Fitness: 0.7504446116846755 | Best Fitness: 0.8075720658240644 | Population Length: 20
Generation 474 | Average Generation Fitness: 0.7463033250795998 | Best Fitness: 0.8075720658240644 | Population Length: 20
Generation 475 | Average Generation Fitness: 0.7467712492696769 | Best Fitness: 0.807911840756262 | Population Length: 20
Generation 476 | Average Generation Fitness: 0.7537142566774673 | Best Fitness: 0.7953873000323636 | Population Length: 20
Generation 477 | Average Generation Fitness: 0.7523595427185851 | Best Fitness: 0.8145140454238152 | Population Length: 20
Generation 478 | Average Generation Fitness: 0.7502964632099893 | Best Fitness: 0.7850207519296818 | Population Length: 20
Generation 479 | Average Generation Fitness: 0.7522180037113386 | Best Fitness: 0.791894618710408 | Population Length: 20
Generation 480 | Average Generation Fitness: 0.7479747766059034 | Best Fitness: 0.8065971553260008 | Population Length: 20
Generation 481 | Average Generation Fitness: 0.7556749486488881 | Best Fitness: 0.8101881719012942 | Population Length: 20
Generation 482 | Average Generation Fitness: 0.7559952649436175 | Best Fitness: 0.8101881719012942 | Population Length: 20
Generation 483 | Average Generation Fitness: 0.752271230585143 | Best Fitness: 0.8101881719012942 | Population Length: 20
Generation 484 | Average Generation Fitness: 0.7632577701718815 | Best Fitness: 0.813122906301219 | Population Length: 20
Generation 485 | Average Generation Fitness: 0.7453515138195128 | Best Fitness: 0.813122906301219 | Population Length: 20
Generation 486 | Average Generation Fitness: 0.7587525710669029 | Best Fitness: 0.8025278783093364 | Population Length: 20
Generation 487 | Average Generation Fitness: 0.7601811717213577 | Best Fitness: 0.8052339294015891 | Population Length: 20
Generation 488 | Average Generation Fitness: 0.7480178423585796 | Best Fitness: 0.8052339294015891 | Population Length: 20
Generation 489 | Average Generation Fitness: 0.7351299175587245 | Best Fitness: 0.8052339294015891 | Population Length: 20
Generation 490 | Average Generation Fitness: 0.7521133490253166 | Best Fitness: 0.7953238337562107 | Population Length: 20
Generation 491 | Average Generation Fitness: 0.7425580749652705 | Best Fitness: 0.8042448397458398 | Population Length: 20
Generation 492 | Average Generation Fitness: 0.7488083725560012 | Best Fitness: 0.7916364643724295 | Population Length: 20
Generation 493 | Average Generation Fitness: 0.7448459510723529 | Best Fitness: 0.7947012915897869 | Population Length: 20
Generation 494 | Average Generation Fitness: 0.7447298127905223 | Best Fitness: 0.8037396183568468 | Population Length: 20
Generation 495 | Average Generation Fitness: 0.7514408316678514 | Best Fitness: 0.8037396183568468 | Population Length: 20
Generation 496 | Average Generation Fitness: 0.739225350277766 | Best Fitness: 0.8037396183568468 | Population Length: 20
Generation 497 | Average Generation Fitness: 0.7542934459904393 | Best Fitness: 0.8112797045542828 | Population Length: 20
Generation 498 | Average Generation Fitness: 0.7657716329060993 | Best Fitness: 0.8120984692929274 | Population Length: 20
Generation 499 | Average Generation Fitness: 0.7622966918125003 | Best Fitness: 0.8120984692929274 | Population Length: 20
Generation 500 | Average Generation Fitness: 0.7531307965765502 | Best Fitness: 0.8024537027812989 | Population Length: 20
Generation 501 | Average Generation Fitness: 0.7477653184939904 | Best Fitness: 0.8068234111274294 | Population Length: 20
Generation 502 | Average Generation Fitness: 0.745555007394565 | Best Fitness: 0.7850820853813394 | Population Length: 20
Generation 503 | Average Generation Fitness: 0.7524263805709446 | Best Fitness: 0.7993887949730184 | Population Length: 20
Generation 504 | Average Generation Fitness: 0.7511925608322118 | Best Fitness: 0.8018452242691324 | Population Length: 20
Generation 505 | Average Generation Fitness: 0.7429159689034934 | Best Fitness: 0.7938443530236483 | Population Length: 20
Generation 506 | Average Generation Fitness: 0.745618124757138 | Best Fitness: 0.8145115132238412 | Population Length: 20
Generation 507 | Average Generation Fitness: 0.7537020405112516 | Best Fitness: 0.8145115132238412 | Population Length: 20
Generation 508 | Average Generation Fitness: 0.7498632242025305 | Best Fitness: 0.8145115132238412 | Population Length: 20
Generation 509 | Average Generation Fitness: 0.7513092177265437 | Best Fitness: 0.8111351159762084 | Population Length: 20
Generation 510 | Average Generation Fitness: 0.750422037614715 | Best Fitness: 0.7954262325516589 | Population Length: 20
Generation 511 | Average Generation Fitness: 0.7508551375085855 | Best Fitness: 0.8035886466146342 | Population Length: 20
Generation 512 | Average Generation Fitness: 0.7528804377958497 | Best Fitness: 0.8035886466146342 | Population Length: 20
Generation 513 | Average Generation Fitness: 0.7480127452028711 | Best Fitness: 0.8012606262099906 | Population Length: 20
Generation 514 | Average Generation Fitness: 0.7518328894387218 | Best Fitness: 0.8012606262099906 | Population Length: 20
Generation 515 | Average Generation Fitness: 0.7496906780647778 | Best Fitness: 0.7945042799754446 | Population Length: 20
Generation 516 | Average Generation Fitness: 0.7632116180149794 | Best Fitness: 0.7943658185444518 | Population Length: 20
Generation 517 | Average Generation Fitness: 0.7521620528777975 | Best Fitness: 0.7914396005479417 | Population Length: 20
Generation 518 | Average Generation Fitness: 0.7483302478956759 | Best Fitness: 0.805071418563918 | Population Length: 20
Generation 519 | Average Generation Fitness: 0.7644944329809873 | Best Fitness: 0.8182735861276786 | Population Length: 20
Generation 520 | Average Generation Fitness: 0.7472479515763991 | Best Fitness: 0.8054271651569354 | Population Length: 20
Generation 521 | Average Generation Fitness: 0.7440456154113356 | Best Fitness: 0.8129026417218271 | Population Length: 20
Generation 522 | Average Generation Fitness: 0.7482067917255967 | Best Fitness: 0.8119863068369483 | Population Length: 20
Generation 523 | Average Generation Fitness: 0.7645896924946991 | Best Fitness: 0.8119863068369483 | Population Length: 20
Generation 524 | Average Generation Fitness: 0.7475153711442553 | Best Fitness: 0.8033216043804752 | Population Length: 20
Generation 525 | Average Generation Fitness: 0.7541243540055967 | Best Fitness: 0.8145968010191312 | Population Length: 20
Generation 526 | Average Generation Fitness: 0.7643469845073544 | Best Fitness: 0.8145968010191312 | Population Length: 20
Generation 527 | Average Generation Fitness: 0.7469997349344744 | Best Fitness: 0.7935409609974813 | Population Length: 20
Generation 528 | Average Generation Fitness: 0.7457036453472761 | Best Fitness: 0.7992586256123374 | Population Length: 20
Generation 529 | Average Generation Fitness: 0.7366460777015552 | Best Fitness: 0.7992586256123374 | Population Length: 20
Generation 530 | Average Generation Fitness: 0.751402335093464 | Best Fitness: 0.7992586256123374 | Population Length: 20
Generation 531 | Average Generation Fitness: 0.7492821133740677 | Best Fitness: 0.8024533333017325 | Population Length: 20
Generation 532 | Average Generation Fitness: 0.7536228856563623 | Best Fitness: 0.7909022475175049 | Population Length: 20
Generation 533 | Average Generation Fitness: 0.7566424893798285 | Best Fitness: 0.8051370380969004 | Population Length: 20
Generation 534 | Average Generation Fitness: 0.7521705402081087 | Best Fitness: 0.8044510318941651 | Population Length: 20
Generation 535 | Average Generation Fitness: 0.7411897544502567 | Best Fitness: 0.8044510318941651 | Population Length: 20
Generation 536 | Average Generation Fitness: 0.752825816248804 | Best Fitness: 0.8110285819415011 | Population Length: 20
Generation 537 | Average Generation Fitness: 0.7496450273549693 | Best Fitness: 0.8110285819415011 | Population Length: 20
Generation 538 | Average Generation Fitness: 0.7618355459668755 | Best Fitness: 0.81245984365784 | Population Length: 20
Generation 539 | Average Generation Fitness: 0.7554038403915809 | Best Fitness: 0.8067338251834347 | Population Length: 20
Generation 540 | Average Generation Fitness: 0.7542564735839863 | Best Fitness: 0.8128893921241852 | Population Length: 20
Generation 541 | Average Generation Fitness: 0.7606218418242349 | Best Fitness: 0.8152563539341007 | Population Length: 20
Generation 542 | Average Generation Fitness: 0.7588054001383432 | Best Fitness: 0.8152563539341007 | Population Length: 20
Generation 543 | Average Generation Fitness: 0.7559757904317022 | Best Fitness: 0.8152563539341007 | Population Length: 20
Generation 544 | Average Generation Fitness: 0.7418768643043134 | Best Fitness: 0.8199653532644605 | Population Length: 20
Generation 545 | Average Generation Fitness: 0.7531670684388911 | Best Fitness: 0.8015456360765513 | Population Length: 20
Generation 546 | Average Generation Fitness: 0.7484473670995636 | Best Fitness: 0.8058694406368379 | Population Length: 20
Generation 547 | Average Generation Fitness: 0.7492319247685809 | Best Fitness: 0.7959571226447943 | Population Length: 20
Generation 548 | Average Generation Fitness: 0.754553938593159 | Best Fitness: 0.8008277824197478 | Population Length: 20
Generation 549 | Average Generation Fitness: 0.7420404316931095 | Best Fitness: 0.7845287156553526 | Population Length: 20
Generation 550 | Average Generation Fitness: 0.7607322988116112 | Best Fitness: 0.8016313027041104 | Population Length: 20
Generation 551 | Average Generation Fitness: 0.7571417852365018 | Best Fitness: 0.810778435389806 | Population Length: 20
Generation 552 | Average Generation Fitness: 0.7479207306961547 | Best Fitness: 0.8077980765499997 | Population Length: 20
Generation 553 | Average Generation Fitness: 0.7556073353218258 | Best Fitness: 0.7938307983428882 | Population Length: 20
Generation 554 | Average Generation Fitness: 0.7508605582600607 | Best Fitness: 0.8096012443150917 | Population Length: 20
Generation 555 | Average Generation Fitness: 0.7415137754684945 | Best Fitness: 0.8096012443150917 | Population Length: 20
Generation 556 | Average Generation Fitness: 0.7522417172776811 | Best Fitness: 0.7807839766063941 | Population Length: 20
Generation 557 | Average Generation Fitness: 0.7551690456145997 | Best Fitness: 0.8006906445707398 | Population Length: 20
Generation 558 | Average Generation Fitness: 0.7493331787591029 | Best Fitness: 0.8027146535784717 | Population Length: 20
Generation 559 | Average Generation Fitness: 0.7587624124314946 | Best Fitness: 0.824802118092342 | Population Length: 20
Generation 560 | Average Generation Fitness: 0.7619847817159282 | Best Fitness: 0.8219814692225271 | Population Length: 20
Generation 561 | Average Generation Fitness: 0.7575944760592049 | Best Fitness: 0.8219814692225271 | Population Length: 20
Generation 562 | Average Generation Fitness: 0.7526276865274186 | Best Fitness: 0.8100963394624265 | Population Length: 20
Generation 563 | Average Generation Fitness: 0.748634459931995 | Best Fitness: 0.8100963394624265 | Population Length: 20
Generation 564 | Average Generation Fitness: 0.7574642177420864 | Best Fitness: 0.8109738670410046 | Population Length: 20
Generation 565 | Average Generation Fitness: 0.7481026569906611 | Best Fitness: 0.7917747387226839 | Population Length: 20
Generation 566 | Average Generation Fitness: 0.7414880031833724 | Best Fitness: 0.7921380235214353 | Population Length: 20
Generation 567 | Average Generation Fitness: 0.7525777801197193 | Best Fitness: 0.7994101388841217 | Population Length: 20
Generation 568 | Average Generation Fitness: 0.7657504176948596 | Best Fitness: 0.8063115003774972 | Population Length: 20
Generation 569 | Average Generation Fitness: 0.7455624031837279 | Best Fitness: 0.8054365769777401 | Population Length: 20
Generation 570 | Average Generation Fitness: 0.7395139381725365 | Best Fitness: 0.8065491817851504 | Population Length: 20
Generation 571 | Average Generation Fitness: 0.7327847688193858 | Best Fitness: 0.7934960680312323 | Population Length: 20
Generation 572 | Average Generation Fitness: 0.7655880404206922 | Best Fitness: 0.8201727498315773 | Population Length: 20
Generation 573 | Average Generation Fitness: 0.749362760400317 | Best Fitness: 0.8146895458872954 | Population Length: 20
Generation 574 | Average Generation Fitness: 0.7551451100027536 | Best Fitness: 0.8146895458872954 | Population Length: 20
Generation 575 | Average Generation Fitness: 0.7564287451814118 | Best Fitness: 0.8089934507183693 | Population Length: 20
Generation 576 | Average Generation Fitness: 0.7465845969640238 | Best Fitness: 0.8031915684045866 | Population Length: 20
Generation 577 | Average Generation Fitness: 0.7631799814957165 | Best Fitness: 0.7969124483203875 | Population Length: 20
Generation 578 | Average Generation Fitness: 0.7448232014458287 | Best Fitness: 0.7797920056302061 | Population Length: 20
Generation 579 | Average Generation Fitness: 0.7643104298838714 | Best Fitness: 0.7994080258058746 | Population Length: 20
Generation 580 | Average Generation Fitness: 0.7554286003088374 | Best Fitness: 0.8091837492672803 | Population Length: 20
Generation 581 | Average Generation Fitness: 0.7465493192764064 | Best Fitness: 0.8023176697700236 | Population Length: 20
Generation 582 | Average Generation Fitness: 0.7478088189067745 | Best Fitness: 0.7973296611876606 | Population Length: 20
Generation 583 | Average Generation Fitness: 0.743587913504691 | Best Fitness: 0.8058800008593454 | Population Length: 20
Generation 584 | Average Generation Fitness: 0.7505850557324092 | Best Fitness: 0.8030507243429 | Population Length: 20
Generation 585 | Average Generation Fitness: 0.7373002080863608 | Best Fitness: 0.8030507243429 | Population Length: 20
Generation 586 | Average Generation Fitness: 0.7606522827384536 | Best Fitness: 0.8173016861107365 | Population Length: 20
Generation 587 | Average Generation Fitness: 0.7442802938692903 | Best Fitness: 0.7995543386198469 | Population Length: 20
Generation 588 | Average Generation Fitness: 0.7562752517111144 | Best Fitness: 0.7944612262213174 | Population Length: 20
Generation 589 | Average Generation Fitness: 0.7479686302217081 | Best Fitness: 0.797258398099076 | Population Length: 20
Generation 590 | Average Generation Fitness: 0.7614645876103799 | Best Fitness: 0.797258398099076 | Population Length: 20
Generation 591 | Average Generation Fitness: 0.7504666343508647 | Best Fitness: 0.797258398099076 | Population Length: 20
Generation 592 | Average Generation Fitness: 0.7427501015308707 | Best Fitness: 0.7956602119940064 | Population Length: 20
Generation 593 | Average Generation Fitness: 0.7451884405814041 | Best Fitness: 0.8053973440338648 | Population Length: 20
Generation 594 | Average Generation Fitness: 0.754665096649763 | Best Fitness: 0.8053973440338648 | Population Length: 20
Generation 595 | Average Generation Fitness: 0.7619971148524451 | Best Fitness: 0.8053973440338648 | Population Length: 20
Generation 596 | Average Generation Fitness: 0.7436560410236034 | Best Fitness: 0.808243627867269 | Population Length: 20
Generation 597 | Average Generation Fitness: 0.7489954885479673 | Best Fitness: 0.808243627867269 | Population Length: 20
Generation 598 | Average Generation Fitness: 0.7627321055947116 | Best Fitness: 0.804704028747608 | Population Length: 20
Generation 599 | Average Generation Fitness: 0.7516834499597953 | Best Fitness: 0.804704028747608 | Population Length: 20
Generation 600 | Average Generation Fitness: 0.7452845772333011 | Best Fitness: 0.7980234109079744 | Population Length: 20
Generation 601 | Average Generation Fitness: 0.754039237006445 | Best Fitness: 0.799536895918683 | Population Length: 20
Generation 602 | Average Generation Fitness: 0.7617198050782088 | Best Fitness: 0.799536895918683 | Population Length: 20
Generation 603 | Average Generation Fitness: 0.7554336441229974 | Best Fitness: 0.8027601728943023 | Population Length: 20
Generation 604 | Average Generation Fitness: 0.7448699226316569 | Best Fitness: 0.820463438562594 | Population Length: 20
